split,seed,episode_id,method,plan_type,goal_success,deviation,recovered,irreversible_failure,damage,budget_overrun,total_cost,recovery_attempts,calibration_error,failure_label,predicted_failure,predicted_recovery,predicted_trap,predicted_damage,nav_deviation,manipulation_slip,trap_pressure,sensor_uncertainty,budget
open_easy,0,6,robust_margin_planner,conservative_backoff,0,0,0,0,0,1,2.50034,0,0.79114,budget_overrun,0.04879,0.87144,0.01000,0.19259,0.12277,0.08407,0.02582,0.05332,2.45895
open_easy,0,6,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.68629,0,0.13185,success,0.01000,0.94861,0.05875,0.07259,0.12277,0.08407,0.02582,0.05332,2.45895
open_easy,0,6,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.68629,0,0.13185,success,0.01000,0.94861,0.05875,0.07259,0.12277,0.08407,0.02582,0.05332,2.45895
open_easy,0,6,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.68629,0,0.13185,success,0.01000,0.94861,0.05875,0.07259,0.12277,0.08407,0.02582,0.05332,2.45895
open_easy,0,6,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.68629,0,0.13185,success,0.01000,0.94861,0.05875,0.07259,0.12277,0.08407,0.02582,0.05332,2.45895
open_easy,0,7,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.02781,0,0.36959,success,0.11573,0.31380,0.08728,0.20289,0.05269,0.05997,0.08891,0.08161,2.68527
open_easy,0,7,risk_averse_plan,conservative_backoff,1,0,0,0,0,0,2.43752,0,0.10451,success,0.01000,0.87623,0.01000,0.09327,0.05269,0.05997,0.08891,0.08161,2.68527
open_easy,0,7,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,1.02781,0,0.36959,success,0.11573,0.31380,0.08728,0.20289,0.05269,0.05997,0.08891,0.08161,2.68527
open_easy,0,7,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.43752,0,0.10451,success,0.01000,0.87623,0.01000,0.09327,0.05269,0.05997,0.08891,0.08161,2.68527
open_easy,0,7,contingent_replanner,contingency_branch,1,0,0,0,0,0,1.77858,0,0.08424,success,0.11214,0.83335,0.01000,0.05555,0.05269,0.05997,0.08891,0.08161,2.68527
open_easy,0,7,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.68515,0,0.28112,success,0.02654,0.88238,0.26800,0.01000,0.05269,0.05997,0.08891,0.08161,2.68527
open_easy,0,7,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.68515,0,0.28112,success,0.02654,0.88238,0.26800,0.01000,0.05269,0.05997,0.08891,0.08161,2.68527
open_easy,0,7,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.68515,0,0.28112,success,0.02654,0.88238,0.26800,0.01000,0.05269,0.05997,0.08891,0.08161,2.68527
open_easy,0,8,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,0.96873,0,0.30331,success,0.13933,0.36824,0.09800,0.11728,0.12346,0.04607,0.01000,0.08432,2.63446
open_easy,0,8,risk_averse_plan,conservative_backoff,1,0,0,0,0,0,2.43012,0,0.18499,success,0.01000,0.72174,0.01000,0.17221,0.12346,0.04607,0.01000,0.08432,2.63446
open_easy,0,8,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,0.96873,0,0.30331,success,0.13933,0.36824,0.09800,0.11728,0.12346,0.04607,0.01000,0.08432,2.63446
open_easy,0,8,robust_margin_planner,robust_margin_route,1,0,0,0,0,0,1.48201,0,0.20344,success,0.16378,0.49707,0.04861,0.07246,0.12346,0.04607,0.01000,0.08432,2.63446
open_easy,0,8,contingent_replanner,contingency_branch,1,0,0,0,0,0,1.62933,0,0.13433,success,0.14789,0.82710,0.01000,0.09876,0.12346,0.04607,0.01000,0.08432,2.63446
open_easy,0,8,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.64167,0,0.07226,success,0.17125,0.82821,0.03284,0.01000,0.12346,0.04607,0.01000,0.08432,2.63446
open_easy,0,8,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.64167,0,0.07226,success,0.17125,0.82821,0.03284,0.01000,0.12346,0.04607,0.01000,0.08432,2.63446
open_easy,0,8,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.64167,0,0.07226,success,0.17125,0.82821,0.03284,0.01000,0.12346,0.04607,0.01000,0.08432,2.63446
open_easy,0,9,nominal_shortest_plan,direct_shortcut,0,1,1,0,1,0,2.28421,1,0.72400,damage_or_lost_object,0.01618,0.14267,0.17828,0.08385,0.12261,0.09060,0.01000,0.09584,2.51489
open_easy,0,9,risk_averse_plan,contingency_branch,1,0,0,0,0,0,1.68024,0,0.02139,success,0.01000,0.86104,0.01000,0.01000,0.12261,0.09060,0.01000,0.09584,2.51489
open_easy,0,9,expected_cost_replanner,direct_shortcut,0,1,1,0,1,0,2.28421,1,0.72400,damage_or_lost_object,0.01618,0.14267,0.17828,0.08385,0.12261,0.09060,0.01000,0.09584,2.51489
open_easy,0,9,robust_margin_planner,conservative_backoff,0,0,0,0,0,1,2.52889,0,0.89566,budget_overrun,0.01000,0.57868,0.01000,0.09013,0.12261,0.09060,0.01000,0.09584,2.51489
open_easy,0,9,contingent_replanner,contingency_branch,1,0,0,0,0,0,1.68024,0,0.02139,success,0.01000,0.86104,0.01000,0.01000,0.12261,0.09060,0.01000,0.09584,2.51489
open_easy,0,9,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.62318,0,0.17303,success,0.01000,0.90581,0.16209,0.01000,0.12261,0.09060,0.01000,0.09584,2.51489
open_easy,0,9,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.62318,0,0.17303,success,0.01000,0.90581,0.16209,0.01000,0.12261,0.09060,0.01000,0.09584,2.51489
open_easy,0,9,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.62318,0,0.17303,success,0.01000,0.90581,0.16209,0.01000,0.12261,0.09060,0.01000,0.09584,2.51489
open_easy,0,10,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.01041,0,0.48997,success,0.25966,0.28648,0.08870,0.21600,0.10217,0.07194,0.04419,0.06320,2.54787
open_easy,0,10,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.65760,0,0.02162,success,0.01000,0.83816,0.01000,0.01000,0.10217,0.07194,0.04419,0.06320,2.54787
open_easy,0,10,expected_cost_replanner,diagnostic_staging,1,0,0,0,0,0,1.65760,0,0.02162,success,0.01000,0.83816,0.01000,0.01000,0.10217,0.07194,0.04419,0.06320,2.54787
open_easy,0,10,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.42119,0,0.23870,success,0.01000,0.76959,0.11820,0.11820,0.10217,0.07194,0.04419,0.06320,2.54787
open_easy,0,10,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.65760,0,0.02162,success,0.01000,0.83816,0.01000,0.01000,0.10217,0.07194,0.04419,0.06320,2.54787
open_easy,0,10,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.65760,0,0.02162,success,0.01000,0.83816,0.01000,0.01000,0.10217,0.07194,0.04419,0.06320,2.54787
open_easy,0,10,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.65760,0,0.02162,success,0.01000,0.83816,0.01000,0.01000,0.10217,0.07194,0.04419,0.06320,2.54787
open_easy,0,10,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.65760,0,0.02162,success,0.01000,0.83816,0.01000,0.01000,0.10217,0.07194,0.04419,0.06320,2.54787
open_easy,0,11,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.01918,0,0.23854,success,0.01000,0.37651,0.13632,0.09599,0.11565,0.11814,0.01538,0.06986,2.56256
open_easy,0,11,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.63569,0,0.03438,success,0.01000,0.90038,0.02339,0.01000,0.11565,0.11814,0.01538,0.06986,2.56256
open_easy,0,11,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,1.01918,0,0.23854,success,0.01000,0.37651,0.13632,0.09599,0.11565,0.11814,0.01538,0.06986,2.56256
open_easy,0,11,robust_margin_planner,robust_margin_route,1,0,0,0,0,0,1.69862,0,0.30412,success,0.06982,0.57780,0.22767,0.04697,0.11565,0.11814,0.01538,0.06986,2.56256
open_easy,0,11,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.63569,0,0.03438,success,0.01000,0.90038,0.02339,0.01000,0.11565,0.11814,0.01538,0.06986,2.56256
open_easy,0,11,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.63569,0,0.03438,success,0.01000,0.90038,0.02339,0.01000,0.11565,0.11814,0.01538,0.06986,2.56256
open_easy,0,11,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.63569,0,0.03438,success,0.01000,0.90038,0.02339,0.01000,0.11565,0.11814,0.01538,0.06986,2.56256
open_easy,0,11,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.63569,0,0.03438,success,0.01000,0.90038,0.02339,0.01000,0.11565,0.11814,0.01538,0.06986,2.56256
open_easy,0,12,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,0.92679,0,0.38817,success,0.15089,0.17294,0.04373,0.21964,0.19669,0.07439,0.05286,0.04213,2.67601
open_easy,0,12,risk_averse_plan,conservative_backoff,1,0,0,0,0,0,2.43912,0,0.02097,success,0.01981,0.95124,0.01000,0.01000,0.19669,0.07439,0.05286,0.04213,2.67601
open_easy,0,12,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,0.92679,0,0.38817,success,0.15089,0.17294,0.04373,0.21964,0.19669,0.07439,0.05286,0.04213,2.67601
open_easy,0,12,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.43912,0,0.02097,success,0.01981,0.95124,0.01000,0.01000,0.19669,0.07439,0.05286,0.04213,2.67601
open_easy,0,12,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.62770,0,0.04657,success,0.05857,0.99000,0.03599,0.01000,0.19669,0.07439,0.05286,0.04213,2.67601
open_easy,0,12,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.62770,0,0.04657,success,0.05857,0.99000,0.03599,0.01000,0.19669,0.07439,0.05286,0.04213,2.67601
open_easy,0,12,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.62770,0,0.04657,success,0.05857,0.99000,0.03599,0.01000,0.19669,0.07439,0.05286,0.04213,2.67601
open_easy,0,12,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.62770,0,0.04657,success,0.05857,0.99000,0.03599,0.01000,0.19669,0.07439,0.05286,0.04213,2.67601
open_easy,0,13,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,0.94934,0,0.34676,success,0.25051,0.48226,0.01000,0.20706,0.06526,0.10385,0.06203,0.07833,2.56156
open_easy,0,13,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.68966,0,0.03896,success,0.03962,0.77850,0.01000,0.02018,0.06526,0.10385,0.06203,0.07833,2.56156
open_easy,0,13,expected_cost_replanner,direct_shortcut,1,0,0,0,0,0,0.94934,0,0.34676,success,0.25051,0.48226,0.01000,0.20706,0.06526,0.10385,0.06203,0.07833,2.56156
open_easy,0,13,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.42387,0,0.33291,success,0.01000,0.73023,0.23578,0.09443,0.06526,0.10385,0.06203,0.07833,2.56156
open_easy,0,13,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.68966,0,0.03896,success,0.03962,0.77850,0.01000,0.02018,0.06526,0.10385,0.06203,0.07833,2.56156
open_easy,0,13,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.68966,0,0.03896,success,0.03962,0.77850,0.01000,0.02018,0.06526,0.10385,0.06203,0.07833,2.56156
open_easy,0,13,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.68966,0,0.03896,success,0.03962,0.77850,0.01000,0.02018,0.06526,0.10385,0.06203,0.07833,2.56156
open_easy,0,13,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.68966,0,0.03896,success,0.03962,0.77850,0.01000,0.02018,0.06526,0.10385,0.06203,0.07833,2.56156
open_easy,0,14,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,0.92267,0,0.32727,success,0.28786,0.24921,0.01000,0.10115,0.10408,0.06880,0.03160,0.08275,2.51822
open_easy,0,14,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.57563,0,0.03328,success,0.01000,0.95706,0.01000,0.02285,0.10408,0.06880,0.03160,0.08275,2.51822
open_easy,0,14,expected_cost_replanner,diagnostic_staging,1,0,0,0,0,0,1.57563,0,0.03328,success,0.01000,0.95706,0.01000,0.02285,0.10408,0.06880,0.03160,0.08275,2.51822
open_easy,0,14,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.46000,0,0.04291,success,0.12465,0.81619,0.01000,0.01000,0.10408,0.06880,0.03160,0.08275,2.51822
open_easy,0,14,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.57563,0,0.03328,success,0.01000,0.95706,0.01000,0.02285,0.10408,0.06880,0.03160,0.08275,2.51822
open_easy,0,14,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.57563,0,0.03328,success,0.01000,0.95706,0.01000,0.02285,0.10408,0.06880,0.03160,0.08275,2.51822
open_easy,0,14,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.57563,0,0.03328,success,0.01000,0.95706,0.01000,0.02285,0.10408,0.06880,0.03160,0.08275,2.51822
open_easy,0,14,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.57563,0,0.03328,success,0.01000,0.95706,0.01000,0.02285,0.10408,0.06880,0.03160,0.08275,2.51822
open_easy,0,15,nominal_shortest_plan,direct_shortcut,0,1,1,0,1,0,2.50996,1,0.80044,damage_or_lost_object,0.15420,0.18547,0.01000,0.06396,0.10404,0.09566,0.04681,0.09770,2.52956
open_easy,0,15,risk_averse_plan,diagnostic_staging,0,1,0,0,0,0,1.97939,1,0.89175,unrecovered_deviation,0.01000,0.97119,0.01000,0.09796,0.10404,0.09566,0.04681,0.09770,2.52956
open_easy,0,15,expected_cost_replanner,direct_shortcut,0,1,1,0,1,0,2.50996,1,0.80044,damage_or_lost_object,0.15420,0.18547,0.01000,0.06396,0.10404,0.09566,0.04681,0.09770,2.52956
open_easy,0,15,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.50613,0,0.08551,success,0.01000,0.71757,0.01000,0.07269,0.10404,0.09566,0.04681,0.09770,2.52956
open_easy,0,15,contingent_replanner,diagnostic_staging,0,1,0,0,0,0,1.97939,1,0.89175,unrecovered_deviation,0.01000,0.97119,0.01000,0.09796,0.10404,0.09566,0.04681,0.09770,2.52956
open_easy,0,15,learned_failure_classifier,diagnostic_staging,0,1,0,0,0,0,1.97939,1,0.89175,unrecovered_deviation,0.01000,0.97119,0.01000,0.09796,0.10404,0.09566,0.04681,0.09770,2.52956
open_easy,0,15,recoverability_score_planner,diagnostic_staging,0,1,0,0,0,0,1.97939,1,0.89175,unrecovered_deviation,0.01000,0.97119,0.01000,0.09796,0.10404,0.09566,0.04681,0.09770,2.52956
open_easy,0,15,oracle_recoverability_upper_bound,diagnostic_staging,0,1,0,0,0,0,1.97939,1,0.89175,unrecovered_deviation,0.01000,0.97119,0.01000,0.09796,0.10404,0.09566,0.04681,0.09770,2.52956
open_easy,0,16,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.08411,0,0.53406,success,0.39057,0.32802,0.10370,0.16791,0.14767,0.04241,0.06822,0.06658,2.47071
open_easy,0,16,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.69442,0,0.02034,success,0.03421,0.99000,0.01000,0.01000,0.14767,0.04241,0.06822,0.06658,2.47071
open_easy,0,16,expected_cost_replanner,diagnostic_staging,1,0,0,0,0,0,1.69442,0,0.02034,success,0.03421,0.99000,0.01000,0.01000,0.14767,0.04241,0.06822,0.06658,2.47071
open_easy,0,16,robust_margin_planner,conservative_backoff,1,0,0,0,0,0,2.41830,0,0.02229,success,0.01000,0.77084,0.01000,0.01000,0.14767,0.04241,0.06822,0.06658,2.47071
open_easy,0,16,contingent_replanner,diagnostic_staging,1,0,0,0,0,0,1.69442,0,0.02034,success,0.03421,0.99000,0.01000,0.01000,0.14767,0.04241,0.06822,0.06658,2.47071
open_easy,0,16,learned_failure_classifier,diagnostic_staging,1,0,0,0,0,0,1.69442,0,0.02034,success,0.03421,0.99000,0.01000,0.01000,0.14767,0.04241,0.06822,0.06658,2.47071
open_easy,0,16,recoverability_score_planner,diagnostic_staging,1,0,0,0,0,0,1.69442,0,0.02034,success,0.03421,0.99000,0.01000,0.01000,0.14767,0.04241,0.06822,0.06658,2.47071
open_easy,0,16,oracle_recoverability_upper_bound,diagnostic_staging,1,0,0,0,0,0,1.69442,0,0.02034,success,0.03421,0.99000,0.01000,0.01000,0.14767,0.04241,0.06822,0.06658,2.47071
open_easy,0,17,nominal_shortest_plan,direct_shortcut,1,0,0,0,0,0,1.07848,0,0.22650,success,0.19172,0.38652,0.01000,0.09888,0.08149,0.05224,0.04106,0.08465,2.60132
open_easy,0,17,risk_averse_plan,diagnostic_staging,1,0,0,0,0,0,1.66285,0,0.02248,success,0.04301,0.94237,0.01000,0.01000,0.08149,0.05224,0.04106,0.08465,2.60132
